emosi,emosi_positif,emosi_negatif,sumber,rekomendasi
sangat buruk,"['antusias', 'gembira']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']",[],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']",['marah'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']",['takut'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']",['stress'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']",['kecewa'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['marah', 'takut']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['marah', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['marah', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']",[],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']",['marah'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']",['takut'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']",['stress'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']",['kecewa'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['marah', 'takut']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['marah', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['marah', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']",[],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']",['marah'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']",['takut'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']",['stress'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']",['kecewa'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['marah', 'takut']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['marah', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['marah', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']",[],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']",['marah'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']",['takut'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']",['stress'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']",['kecewa'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['marah', 'takut']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['marah', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['marah', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']",[],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']",['marah'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']",['takut'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']",['stress'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']",['kecewa'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['marah', 'takut']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['marah', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['marah', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['bahagia', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']",[],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']",['marah'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']",['takut'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']",['stress'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']",['kecewa'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['marah', 'takut']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['marah', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['marah', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']",[],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']",['marah'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']",['takut'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']",['stress'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']",['kecewa'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['marah', 'takut']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['marah', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['marah', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']",[],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']",['marah'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']",['takut'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']",['stress'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']",['kecewa'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['marah', 'takut']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['marah', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['marah', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'bahagia', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']",[],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']",['marah'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']",['takut'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']",['stress'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']",['kecewa'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['marah', 'takut']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['marah', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['marah', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['gembira', 'bahagia', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']",[],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']",['marah'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']",['takut'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']",['stress'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']",['kecewa'],kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'takut']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'takut', 'stress']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'takut', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",kantor,Coba lakukan meditasi atau teknik pernapasan di ruang kerja untuk menenangkan pikiran.
sangat buruk,[],[],keluarga,Jangan ragu untuk meminta dukungan dari keluarga jika merasa tertekan atau cemas.
sangat buruk,[],['marah'],keluarga,Jangan ragu untuk meminta dukungan dari keluarga jika merasa tertekan atau cemas.
sangat buruk,[],['takut'],keluarga,Jangan ragu untuk meminta dukungan dari keluarga jika merasa tertekan atau cemas.
sangat buruk,[],['stress'],keluarga,Jangan ragu untuk meminta dukungan dari keluarga jika merasa tertekan atau cemas.
sangat buruk,[],['kecewa'],keluarga,Jangan ragu untuk meminta dukungan dari keluarga jika merasa tertekan atau cemas.
sangat buruk,[],"['marah', 'takut']",keluarga,Jangan ragu untuk meminta dukungan dari keluarga jika merasa tertekan atau cemas.
sangat buruk,[],"['marah', 'stress']",keluarga,Jangan ragu untuk meminta dukungan dari keluarga jika merasa tertekan atau cemas.
